dialogue,label
"""These, are the morning announcements.""",1
"Papa Smurf was displeased at first,  He told Smurfette I wasn't a real Smurf and we could never be happy. But I eventually proved myself to Papa Smurf by picking more Smurfberries than any Smurf had ever Smurfed before. Finally, all was right with the world. But then, a crisis. Clumsy Smurf burst into the Smurf ceremony to say that humans had come to destroy all of Smurfland.",2
"And so now our school has plenty of precious unattainable Smurfberries. Yeah well big deal. At what cost did our school president get it? Every Smurf is dead. Wiped out and we will never see them again! Go on, look outside! You won't see any Smurfs!  Of course, since I'm being silenced, I'm not allowed time to show you the entire movie. And so please buy Dances with Smurfs available now on DVD.  The question now is, What happened to morals? What happened to dignity? What happened to my schooool?",2
"Thank you so much for finally coming on my show, Wendy.",2
People are riled up. Hopefully we can clear the air here this morning.,2
Of course. That's why we're here.,2
"Don't worry, I won't go too hard on you.  Good morning South Park Elementary, these are the morning announcements. Rehearsals for the school play are cancelled this afternoon. For lunch the cafeteria will be serving meat loaf or veggie pasta. My guest today is the student body president of South Park Elementary, Wendy Testaburger. Wendy, thank you for coming on the show.",2
"Wendy, I wanna start by asking a pretty straightforward question, and I hope you don't take offense to it.",2
How many Smurfberries is the life of each Smurf worth?,2
You don't know how many Smurfberries the life of each Smurf is worth.,2
Would you agree that the school is in a crisis right now?,2
"If a Smurf dies and no one is around to hear it, does it still scream?",2
You are the president of the school. Can you see why many students think you're an ineffective slut? Are you denying that the Smurf holocaust ever happened? Is that what you're suggesting?,2
"Yes, and that makes- whoa whoa what?",2
What? What do you mean I know that?,2
No! You wiped them all out!,2
"Wait, hold on, can we take a break?",2
"Dude, you can't take my Dances with Smurfs idea and turn it into your own thing-",2
"No! No, dude! You don't just take one person's story and then add a couple of things and call it yours!",2
You sold the movie rights to who?!,2
Theh- They can't do that! I'm student body president!,2
Oh God damn it! Son of a bitch idea-stealing assholes!  You sons of bitches! Dances with Smurfs was MY idea! MY IDEA!  You can't just take Dances with Smurfs and call it something else!,2
Huh!,2
"Dude, what happened? You're not doing the morning announcements anymore?",0
"No, because it turns out that by rule, the student body president can't also be the morning announcement reader!",2
"Oh well, at least as president you can run the school the way you want.",1
I can't do jack! I went to my first student council meeting; all we did was talk about what colors to make the stupid Sadie Hawkins dance! Student council's retarded!,2
I'm doin' the best I can!,2
"We're going to the water park,
The water park, the water park.
We're going to the water park,
Me and my best friends, except for Kyle who I don't like.",2
"Okay Cartman, you can stop singing now.",0
"This is gonna be sooo awesome dude. I haven't been to the water park in like, over a year.",2
"No! Dude, we gotta go to the wave pool first. It's so dope, as long as there aren't any minorities.",2
"You know, there's always like five or six minorities wearing their T-shirts in the wave pool, pisses me off.",2
We're here! It's the water park!,0
"Come on, let's go!",2
"We got it, Dad.",0
Six adorable children please.,2
"Wave pool! Wave pool! Waaave pooool!  Oh, what the hell?!",2
"All right, what do you guys wanna ride first?",1
"Well Cartman said he wanted to do the wave pool first, right Cartman?",0
Forget it! Just forget it!,2
You guys wanna see how long I can hold my breath under water?,1
"Okay, go ahead.",1
"I can seriously hold my breath longer than anybody. Somebody time me, all right?",1
Okay.,0
"All right,  check it out, I-  Butters, BUTTERS. What the fuck?! Are you peeing in the pool?!",1
"Come on Kyle, let's go check out the fireboat.",0
"No dude, Butters' pee is in there.",1
"Aw come on, look at all this water. It doesn't matter if one person pees in it.",0
No they don't!,1
"Yeah, they do, Kyle.",0
"Come on, show us how long you can hold your breath.",0
"What has happened to this place?
I don’t recognize it anymore.
It used to be so fun and special.
What is life worth living for?
The dream is dead, our land is gone;
There’s a hole in my heart and I can’t go on.
There are too many minorities (minorities)
At my water park (my water park).
This was our land, our dream (our dream),
and they’ve taken it all away.
They just keep coming and coming (minorities).
I tried to go and tell the police,
But even the authorities
Are minorities
At my water park.
There’s no place for me to sit anymore,
And the lines just keep getting crazier.
There are Mexicans all around me.
The lazy river has never been lazier.
It’s a 40 minute wait to go down one slide,
And the instructions are in Spanish on the Zip Line ride!",2
Just do it in English!,2
"There are too many minorities (too many)
At my water park (somebody do something).
Where did they all come from?
Why can’t they leave this land alone?
And it’s such a tragedy (feel a bit like dying).
We looked the other way too long.
We’ve got to change our priorities
And get all these minorities
Out of my water park
(Minorities) Mexicans and Asians,
(Black people), I think I even saw a Native American (gross).
God I’m asking please, get all of these minorities
Out of my water park (my water park).",2
"After this, you guys wanna hit the hurricane slides?",0
I'm not getting back in the water.,1
"Aw come on, Kyle.",0
"Dude, I just found out that everybody pees in pools. Why would I go back?",1
Not everybody pees in pools.,0
Do you pee in the pool?,1
Not today... yet.,0
"Well dude, what are you gonna do? Just hang out here at the table all day?",0
Most likely.,1
"You guys! You guys, we have got problems of Biblical proportions!",2
"Dude, where have you been?",0
I've been counting. Do you know there are two hundred and five Mexicans here? and there are a hundred and ninety black people!,2
So?! Guess how many white people are at the water park today? One hundred and forty three! There are actually more minorities here than us!,2
"Well then they're not minorities, are they?",1
...What do you mean?,2
"Dumbass, if there's sixty percent of them to forty percent of us, then who's the minority?!",1
The black and brown people.,2
"No, you're the minority!",1
"Do I look like a minority to you, stupid?! Now look guys, I did some calculations: just last year, there were almost ninety percent normal people to minorities. That's fifty percent rise in one, year!",2
This is more math than I've ever seen you do.,0
Because it's important! A fifty percent rise each year means that in three years the world will be only... minorities. That's 2012! The Mayans predicted this!,2
The Mayans! They knew that minorities would take over the world by the year 2012! And now it's happening!,2
I'm gonna go on the slides.,0
"You guys! You guys have to do something to stop this! Come on!  Well, looks like at least you've got some sense left in you, Kyle. So what are we gonna do to keep the Mayan prediction from coming true, buddy?",2
"Blow it out your ass, Cartman!",1
Eewww!,1
"This is sweet, huh Kenny?",0
Aaaaah! Gross!,1
"Aaaah!  Oh my God, they killed Kenny!",0
"Aw, sick!",1
Aahhh...,1
"Kyle, quick! You've gotta swim over to us!",0
No way!,1
"Dude, that's all pee!",1
Well if you don't swim in you're gonna die!,0
I'll die if I do swim in it!,1
"Kyle, it's just pee! It's not that big a deal!",0
Yes it is a big deal! Why do you think everyone washes their hands after they go to the bathroom?!,1
"...Well, not everyone washes their hands after they go to the bathroom.",0
"Come on, dude, you've gotta swim.",0
You don't wash your hands after going to the bathroom!,1
Not... all the time.,0
That is gross!!,1
Why? It's not like you're peeing on your hands! There's more germs on most furniture than there is in pee!,0
"Kyle, come on!",0
"Ha, Goddamnit!  Haaa. Ohhhh. Ahh, ohh, uhh, agh,",1
Help! Help!,2
"Yes! Yes help me! Yes, help me I'm just a little boy! You have to help me!  Oh, oh, oh.",2
"Haa-aa. Yes, thank you.",2
"Day one. It has happened. The Mayans were right. The only thing they got wrong was the date. It is 2009, and I appear to be the last of my species alive. Now it's just me, all alone, with minorities. What will the minorities do with me? I'm sure that's what on all of their minds. I have to make myself seem useful to them or they will surely not let me live.  Does anyone need medical help? I am a doctor.",2
"Dude, why aren't people coming to help us?",1
"Yeah, well people should  know that peeing in pools is  bad!",1
Not in pee!,1
Oh who pees in the shower?,1
"...Well, it's not like you suddenly have to pee, you're gonna get out of the shower.",0
"You don't pee in the shower, dude, that's fucking disgusting!",1
Jesus Christ!,1
"It has been many, many hours since the Apocalypse, and all I keep thinking is ""Why me? Why am I the only one of my race God chose to survive in this minority-run world?"" When the smoke has cleared I'm sure the minorities will start rebuilding, building the world... in their way. I can see it now. Nooo...",2
"I read Treasure Island, because I was so happy when I saw that movie.",2
...because I was so happy when I seen that movie.,2
Noooo...  Trying to find a job will be even harder.,2
"Well, I do just as much work.",2
Noooo...  Eventually the minorities will do away with me altogether.,2
Noooo...,2
"NO! No I don't wanna live in your world, do you understand?! Your world is cold and devoid of any humanity! Just kill me! Kill me now! DO IT!",2
Why?!,1
"That's true dude, didn't you see The Abyss?",0
"I am not, not, d-rinking pee!",1
"Just drink the pee, Kyle.",0
That doesn't make me feel better! I wouldn't even be able to keep it down.,1
"Come on, dude!",0
I'm thinking about it!,1
"Gah, ah.  Gaagh.",1
Aaahh. Well-  AAAAH!,1
"All right, they finally came for us.",0
Are you fucking kidding me?!,1
Guys? Guys!  Oh it's true! You all did survive!,2
"Oh my God, you guys! I really thought I was the only non-minority on Earth! How many of our species survived?",2
"That wasn't the Mayan apocalypse, you racist idiot!",1
"It wasn't? So then, you mean... we do have until 2012. Well, it may be only three years, but... I intend to live those precious years to the fullest!",2
Will somebody just get me to a hospital? I need to get my stomach pumped!,1
"Aw come on, it was just a little pee, Kyle.",0
"Goddamnit, don't you get it?! I hate pee! I'm grossed out by pee! The only thing I find more disgusting than pee is bananas!",1
What the hell for?!,1
AAAAAAAA!,1
"Ooo yeah, take that from me in the car, Kenny!",2
What are you guys doing?,0
"Dude, check it out! It's EA Sports Tiger Woods PGA Tour '11 for Xbox.",2
"Stop breaking through the window, Kenny! Whoa, I'm gonna crash I'm gonna crash!",2
"Oh dude, was that a combo move?",2
"Dude, here come the cops! We've gotta lie to them. Hit X to lie.",2
"Wow, I didn't know golf games were this cool.",1
"Yeah dude, EA Sports outdid themselves this time.",2
"Jesus, dude.",1
"I didn't see a handkerchief. Did you see a handkerchief, Kenny?",1
"Wait, we're sex addicts? Uh-are you sure?",1
So what happens to us now?,1
"Oh God, it's true.",1
"Butters! Butters, stop it!",1
"Butters, we are sick! Don't you get it?! We're gonna end up just like Kenny!",1
"No! Butters, stop!",1
"Stop it! Stop!  Oh God! Oh God, help us!",1
"Aw dude, I clocked you!",0
"I told you this game was sweet, dude.",2
"Hang on, hang on, I'm switching to a 7-iron.",0
"Oh! O-oh! Oh man, I lost another endorsement! How'd you do that?",2
Hit A and X together.,0
"Oh, you're going down, Elin!",2
"I don't think so dude, I got the pre-nup power-up.",0
Oh no!  Pre-nup? Weak. When'd you get that power-up?,2
"Well, I just found out I'm a sex addict. I'm so scared, I haven't even told my mom yet.",1
"Whoa, hang on! We shouldn't be learning how not to get caught. We have to take responsibility for our actions.",1
"Well, ah I mean, we have to accept that we have a problem, and put the blame completely on ourselves. I mean, maybe this isn't really even a disease.",1
"Dude, you found another girl's phone number on my cell phone??",2
"Yeah, back in that water level.  Is Kyle still at sex-addiction therapy? That must be really intense.",0
"Okay so, what exactly are we doing now?",1
...As soon as what's dead?,1
I just think I'd rather... control it instead of blame it on anything.,1
What bastard?,1
I guess it... feels great. Thanks.,1
What the hell?! This game's all boring now!,2
"Yeah, where's all the fighting?",0
"Dude, screw this!  Who wants to hit a dumb little ball around?!",2
"Yeah, golf is stupid again.",0
"Aww, books? God, I hate those!",2
Oh really? Sweet.,2
"Oho man, I can't wait!",2
"No on, come on, let's read it now!",2
"Mr. Garrison, didn't the guy who shot John Lennon say it was because of this book?",1
"Whoa, you're telling us this book is filthy, inappropriate, and made a guy shoot the king of hippies? Can we please read this right now?!",2
Did you get to any dirty parts yet?,0
"No, it's still just some whiny, annoying teenager talking about how lame he is.",1
"I don't get it dude, w-what's so controversial about this? All he's done is said ""shit"" and ""fuck"" a few times.",0
I know. I'm almost at the end and there's nothing.,1
"Motherfucker!  The whole thing! I read the whole fucking thing! I kept thinking, ""alright, I guess the cool offensive stuff must be coming,"" and then after like a hundred pages I was like ""alright, I guess all the dirty stuff is at the end,"" and then I got to the last page, and I was all ""the fuck is this?! I just read a book! For nothing!""",2
Why the hell was this book banned?!,1
"They fucking tricked us, that's what they did! Tricked us into reading a book by, enticing us with promises of vulgarity!",2
"We know, we were just saying that.",2
Why would anyone think this book so obscene or dangerous?,0
"Dude, some people really do consider this obscene.",1
"It's not obscene, dude! I'll show them fucking obscene!",2
"Hey yeah, we should write our own banned book.",0
"Yeah, we could get a book banned way more than this one.",2
"Yeah, sweet.",1
The Tale of...,1
The Tale of... Scrotie McDickinass.,2
"Oh that's,  yeah that's good, that's good. Alright, chapter... one...",1
It was a... a warm spring morning.,2
"Hehehhh, you're dead, Kenny!",2
"Guys, guys! We are totally fucked! The book is gone from my dresser drawer. My parents must have found it!",0
...so why are we all fucked? They'll think you wrote it all.,2
"Hey hey! I'm not taking the heat for this alone! We all wrote it! If I'm going down, somebody has to go down with me!",0
"Well if I'm going down, Cartman's going down!",1
"And if I'm going down, both Kyle and Kenny are definitely going down!",2
"Well dude, somebody has got to go down!",0
"Butters, what are you up to?",2
"Butters, listen: you are in big trouble!",0
"Yeah, you remember that book you wrote? Stan's mom found it.",2
"Dude, the book you left with us when you were sleepwalking last night!",2
"Okay, well... a-actually it was all written by... Butters.",0
"Hey, wait a minute, that's ours!",0
"Yeah, we wrote that!",1
"No, no, w-we we really did write it. Tell them, Butters.",1
What? Hey!,0
"Butters, what the fuck do you think you're doing?!",2
"Butters, you know goddamned well you didn't write that book!",1
"Yeah, but that was when we thought we were gonna get in trouble, asshole!",0
Butters doesn't deserve any credit for Scrotie McBoogerballs! We deserve all the credit!,2
God-damnit!,0
"Butters, do you really think it's fair to lie like this?! Let me tell you, if you don't have the-",1
That inconsiderate jerk!,2
"More and more of us are against this book every day! The author is cruel and offensive! And for these reasons, we demand this book be banned from all school, stores, and libraries! This book is nothing but smut and vulgarity purely for the sake of smut and vulgarity!",0
There are no underlying themes! We know that for a fact!,2
The author meant to be as gross as possible because it was funny!,1
Goddamnit there is no deeper meaning in this book! Read it again!,0
Yes!,1
There is no point! It's just because Sarah Jessica Parker is fuckin' ugly!,2
"What? Dude, that is not in the book at all!",0
There's nothing about liberals or conservatives!,0
I can't believe they won't ban our book!,0
I know! It's so much worse than Catcher in the retarded Rye!,1
"All right you guys, I know what we have to do.  We've got to kill Sarah Jessica Parker.",2
What?!,1
"Think about it, guys. If somebody kills Sarah Jessica Parker, then they'll assume that somebody did it because of what was in the book. Then the book will get banned.",2
"Dude, we're not killing Sarah Jessica Parker!",1
"Shhh.  Be right with you.  We don't have to kill her, we can just help her get killed.",2
"Shut up, Cartman! Just face it. We lost this one.",0
Kenny... we only have to help her get killed and then we totally get back at Butters.,2
"Ms. Jessica Parker, over here.",2
See any hunters yet?,2
"Doing good, Ms. Jessica Parker! Just hang out, right there.",2
"Guys, stop, stop!  We don't have to do this!",1
Butters wrote a second book!,1
So what?,2
"So dude, if Butters wrote a second book, then everyone's gonna know he couldn't have written the first one!",0
We can get people to believe us now!,1
"Oh dude, sweet!",2
"Aw dude, this is even lamer than we thought.",0
People are gonna want Butters' head on a platter!,2
You can't be serious! You people like this?!,0
A woman pooping out her boobs is not good imagery!,1
Oh come on!,2
"God-damnit, will you people stop reading into stuff that isn't there!!",0
"Dude, people are pissed off at you, Butters.",2
"They're saying they're gonna ban both your books now, completely. You're not making any more money!",0
"Ah... Oh Butters,  it'll be all right. Listen, we've all learned that people look for meaning in books. And sometimes, even if it isn't there, they'll try and invent their own meaning.",1
"Yeah, dude, eh, that's why we all need to avoid books and stick to television.",0
"That's good, Butters, because, we need to tell you something.",2
You were sleepwalking again and dressed Sarah Jessica Parker up in a moose suit. You left her in the forest and she got shot by a hunter.,2
"Yep, sorry. You're gonna have to come down and admit it was you.",2
"Oh I wish I could exercise with the rest of the team, coach, but I've got such a belly ache.",2
"I know, it sucks.",2
KFC!!,2
Oh boy oh boy! I'm gonna get a three piece meal and crispy strips!,2
"Cartman, you only come to soccer practice on Fridays, and that's only because we have Kentucky Fried Chicken afterwards!",1
"Shut up you shifty Jew! I'll fuckin' kill you!  Uh sorry, sorry. I just, you know, when I've been waiting too long for the Colonel's chicken I get easily agitated. You're a fuckin' asshole Kenny! Oh oh oh, sorry sorry. Oh here we are! Here we are!",2
Hey it looks different.,0
A what?,0
"Dude, what the fuck? What the fuck?!",2
So where's the KFC now?,1
They can't do that! This is the only KFC in all of South Park!,2
"The doctor? But Dad, we wanna eat.",0
...so no KFC?,1
This is a nightmare. This is a nightmare and I CAN'T WAKE UP!,2
"Mom, drive faster!",2
Shut up and drive faster! I've been waiting for chicken for TOO LONG!,2
WHAT?? Church's Fried Chicken tastes like cat shit!,2
Fuck you!,2
"No! No, what's going on?!  Move aside!",2
"No you, you can't do this! The KFC in my town is closed too!",2
You mean I have to drive all the way to Denver to get chicken?!,2
Nooooooooo-!,2
"Dad, Mom says to stop trying to give yourself cancer.",0
I need... Somebody said you... could help me. I... have to... I haven't... had... KFC... in over... a week.,2
"Whoa, what uh, are you serious?  Oh my God, that's KFC gravy!  You have KFC! Yes!  This is it? One lousy little cup of gravy?!",2
Who wants just gravy?! It goes on mashed potatoes! On extra-crispy chicken skins!,2
"NO!  Oh God, oh God it's so good.",2
Yeah. Who isn't?,2
Billy Miller? Seriously??,2
Tommy said you have some KFC.,2
"Oh my God, the Colonel's popcorn chicken and honey-mustard sauce!  Oh God yes!  Where did you get that?!",2
85 bucks?? I don't have that!,2
How much KFC are we talking?,2
"Holy fuck, dude.",2
Do I wanna do it? Does the Pope help pedophiles get away with their crime?,2
Are you Teabag?,2
Cut the crap. You got the stuff?,2
Extra crispy?,2
You trying to fuck me dude? This is cut with Boston Market gravy!,2
IT'S NOT THE SAME SHIT!,2
You're cuttin' Colonel's gravy with Boston Market to try and save yourself some fuckin' money!,2
Like anybody wants KFC without gravy!,2
"Nothin', it's cool.",2
Yeah I got the stuff.  And I got the money.,2
"Good, 'cause I ate a bunch of chicken on the way over here.",2
Wait a minute. You mean THE Colonel?,2
Is that something I'd want to do? Is the Pope Catholic? And making the world safe for pedophiles?,2
"I've got to hand it to you, Colonel. You have everything a man could want.",2
"Dude, that was sweet! He's all choked.",2
"Hey, Colonel! I've been your biggest supporter since I was two years old! I love your chicken! I love you!",2
Good.,2
"Will you relax, Billy? It's fine!",2
"Billy, Billy, we've gotta be thinking bigger here! It's time to expand!",2
"...Yeah welll, you're not gonna be around a lot longer.",2
I...  told your mom you got an F on that social studies test.,2
Does a bear crap in the woods? And does the Pope crap on the broken lives and dreams of two hundred deaf boys?,2
"Bye bye Billy.  Alright everyone listen up! I'm in charge now! Anybody got a problem with that? Alright, good.",2
"Shut up Kevin! I'm the boss, not you, buttlicker!",2
"What?! Oh, that's right, I forgot to- Dammit! Uh, okay.  Put him on speaker.",2
"Colonel, how are you doing?",2
"Oh, we had some problems, you know? Colonel?",2
We had a little problem.,2
"Yeah? How'd, how'd you hear that?",2
"Hey that's okay, we'll get him next time.",2
"Hey, take it easy Colonel.",2
"Hey! Hey who the fuck do you think you're talking to, huh?! Huh?!  Oh crap!",2
I've got more friends than Ky-yle! I've got more friends than Ky-yle!,2
How the hell do you have more friends than me?,1
"'Cause people think I'm cool, dude.",2
"How many friends do you have, Kenny?",1
What? How the hell do I only have 37 friends?,1
"Aww, are you guys doing that stupid Facebook stuff again?",0
Stupid Facebok stuff.,2
Why are you guys in here wasting your time? We're supposed to be outside playing video games.,0
"Stan, you don't get how cool Facebook has become. You can message your friends, play Yahtzee with your friends, even start your own virtual farm and have your friends visit it.",1
"Dude, who the hell wants to play Yahtzee?",0
"Stan, we know it's hard to get started, but we have a little surprise for you.",2
"Yeah dude, we made you your own Facebook page.",1
Surprise!,2
"Noo, I told you guys I don't wanna be on Facebook!",0
"Yeah, but now you can be friends with all of us!",1
I'm not collecting friends and I'm not building any farms! I don't wanna get sucked into this!,0
"Alright, fine dude, you don't have to add any friends. You can just be like Kip Drordy",2
"Kip Drordy, the third grader? He's got nooo Facebook friends.  And he's had a profile for more than six months.",2
"Aww gee, that's... so sad. Everyone should have one Facebook friend.",1
You guys are retarded I'm playing Xbox.,0
There's really people out there without a Facebook friend in the world? That's so wrong.,1
"Yeah, Dad, I was kinda forced to.",0
"No- Dad, I I really don't wanna get more into it.",0
"...Dad, you are my friend.",0
"Dad it's just a stupid click of a button, it takes two seconds!",0
I just wanna do my homework!,0
"Alright, Dad, I'll add you!",0
"I think I'll add some more... pigs.  Oh, maybe I should put in another field of corn there.  There we go. Nice.  Twenty nine? No, I have thirty friends.  Hey what the hell is-? Oh no! Oh shit!",1
"...Um, no?",0
Oh Goddamnit no! I just got that because Kyle-,0
Relationship stat- I didn't even pay any attention to that-,0
"Alright, I'll add you as a friend. I'm sorry.",0
"Okay, I'm sorry!",0
"""Edit profile. Basic... settings"" Jesus Christ!",0
"...Aw. Dad, I just really don't wanna pay attention to this thing!",0
"Alright, Dad, I'll add Grandma as a friend.",0
"Dude, fuck Facebook! Seriously!  What the hell is this?! Podcast?",0
"Welcome to Cartman's Incredible Podcast!  Hello fellow Facebookers, I'm here to do one thing: get you more friends!  Looking around Facebook today we see that since adding loser Kip Drordy as a friend, Kyle Broflovski's stock is plummeting! He had 55 friends just two days ago, he's down to just 11 this morning. Run to your Facebook account and delete Kyle from your friend list because he is poison and I don't see him making a comeback any time soon.  You're gonna want to dump Kyle and if at all possible add Clyde Donovan. Why?  Birthday! That's right, Clyde has a birthday coming up and his mom is taking everyone to Casa Bonita.  If you don't have Clyde as a friend, you're gonna want to add him, because Clyde's numbers are about to go way up! And now, Word On The Street.  The rumors are now becoming more than that; Jimmy and Bebe have agreed to share their friends. That's right. Looks like we're about to have a merger  So if you're a friend of Jimmy's you're about to luck into about 90 chick friends, and as we all know, chick friends are worth almost triple what dude friends are. That's all the time I have for today. Remember, update that profile, and steer clear of Kyle.",2
Can I come in?,1
"Sure dude.  Dude, what's the matter?",0
I... don't... have... any... friends...,1
"I mean, I do, but, well, ever since I became friends with that Kip Drordy kid, a bunch of my other friends have started ignoring me. It would be fine except for my farm is starting to shrink. I know that I should just dump Kip as a friend, but that's such a terrible thing to do and, I'm sorry I'm just so confused I... I really need a friend right now.",1
"Okay dude, I'm I'm here for you.",0
"'K, so then get on Facebook and fertilize my crops?",1
Pleahehese! My farm hasn't expanded in three days!,1
"Dude, I've already had to become friends with all of Wendy's frends and my grandma's friends! I do NOT want to start doing all the farming stuff too! I'm not getting sucked into that!",0
You don't get sucked into it! You don't get sucked in at all! Plehehehehehehehese!,1
Ah fuck.,0
Okay it says I'm at your farm.,0
"'Kay, so now just click on the little soil button...  and then maybe put a sign up to comment on my farm...  Okay, now I can read the sign you put up...",1
"'Kay, it says you and I are now very good friends.",0
"Yeah. We're very good friends. We're very good friends, Stan!",1
...I have no idea.,0
Susan92 is a friend of my grandma's and she's 92 years old!,0
Fine!,0
I don't know you!,0
"...Dad, I didn't even wanna do th-",0
"No. NO! Screw this! You know what? ""Edit Profile &gt; Update Profile."" There! ""Delete Profile""!  ""You have requested to delete your Facebook profile. If this is an error, hit Cancel"" Proceed!  ""Delete yor profile, are you sure? Yes. No."" Yes! ""Are you totally sure?"" Yes!",0
You can't let me do that? What are you talking about?,0
"Delete Profile! ""Are you totally sure? Yes or-"" Yes! Goddamnit yes! Delete! Delete delete!  Hey dad?  Dad?  Oh dude, what the fuck?",0
Profile? I'm not a profile.,0
AAH.,0
"'Scuse me, my name is-",0
"Eh hey, could you tell me how I-",0
Aw Goddamnit I got sucked into Facebook!,0
I don't know what to do. I just can't seem to get my friend numbers to go up. I'm desperate. That's why I came to you.,1
"You're very smart, Kyle. But the truth is, as long as you have that Kip Drordy loser as a Facebook friend, people view your friendship as a liability. You gotta dump him.",2
"I can't do that, I'd just feel too bad.",1
"Well Kyle, then what you have to do is go outside the normal circles and try to make friends with people who've never heard of Kip.",2
I've been trying! But I just don't know how to make totally new friends on the Internet.,1
"It's not as hard as it sounds, Kyle. Have you ever heard of chatroulette?",2
No. What's chatroulette?,1
"Yep, finding new friends is easier today than ever before. We just set ourselves up on webcam, and then the computer will randomly put us with one of the fifty thousand people online also doing chatroulette.",2
"Hey, uh that's, that's kinda cool.",1
"Uh huh. Alright, let's see who our first chat partner is. Connect.",2
"Aww, that's some dude jacking off!",1
"Oh yeah, you get those sometimes. We'll just click to the next person. There we go. Hello?",2
That's just a guy's penis too!,1
"Okay let's, let's try this one.",2
"Dude, I don't wanna see a bunch of guys' penises!",1
"Hold on, Kyle! This is seriously an amazing gathering place where people from all over the world can share their thoughts and ideas.  Okay, that's a dude jacking off, but... 'Kay, dude jacking off... Penis... Penis... Penis penis penis. Ah! Here's a guy! Hey dude, how's it going?",2
This is my friend Kyle. He's looking for some new friends.,2
"Ohh, he's taking out his penis. Okay, next guy...",2
"Dude, screw this! I don't wanna see anymore!",1
"Kyle, this is the way the world works! If you wanna find some quality friends, you've gotta wade through all the dicks first!",2
Excuse me. Could you tell me what the hell's going on?,0
"No, I seriously don't want any more friends.",0
Okay I'll be your friend.,0
Awww!,0
Why oh oh?,0
Yahtzee?,0
Can't we play on speeder bikes or something?,0
Yahtzee.,0
Dude jacking off... Dude jacking off...  That's a dude jacking off...,2
"That's it Cartman, I'm outta here!  Chatroulette is no way for me to find new friends!",1
"Waitwait wait wait, wait Kyle!  Here's a nice little Jewish kid. Hey, hi there.",2
"Yeah hey, nice to meet you. My friend Kyle is a Jew too.",2
"Hey, so... do you wanna be Facebook friends?",1
Heck yeah I'll visit your farm! You should check mine out too!,1
I've made them complicated?! I don't even wanna be here!,0
My profile? Goddamnit my Facebook profile has taken on a life of its own! Where is it?!,0
Oh yeah? I can try!,0
"Okay, I fed the pigs. Now I definitely should water some fields... Oh wow, cool. That Jewish kid put up a sign on my farm. ""Hey Kyle, really like your farm."" Oh awesome!  What the hell is that? Stan?",1
"You're an asshole, Kyle!",0
What's the one thing I told you?! That I didn't wanna get sucked into Facebook! This is all your fault!,0
"Dude, w-what are you doing?",1
What's it look like I'm doing?! I found your farm in Facebook so you can help me deal with this bullshit! You've gotta go check out my profile status!,0
Profile status?,1
Just bring up my Facebook page and see what it says my status is!,0
"Well, Stan I have to harvest my crops before it's too late.",1
Dude! Fuck your crops!,0
Dude! Dude okay! Stop! I'm sorry!  Says that you are currently... hosting an online chat party for all your friends.,1
Where?,0
Café World.,1
Son of a bitch!,0
"An online chat party for all his friends... Dude, I should get over there!",1
Jesus Christ.,0
Has anybody seen my stupid profile?!,0
"Wow, there's a lot of profiles here. Kyle Broflovski's amazed Stan has so many Facebook friends. Hey, Kyle Broflovski's amazed Isiah is also a Facebook friend of Stan's.",1
"Oh n-no, I'm not really friends with him.",1
"Unh, that does it!",1
"Alright alright, enough! Everybody just shut up!  Where is profile Stan Marsh!",0
Oh...,0
"I'm sorry, Kip, but I really can't be your friend anymore. It was a great ride, but I must say goodbye. This is the hardest thing I've ever had to do, but ending a friendship... is never easy.",1
"What do you want from me, dude?!",0
Damnit I should have deleted you a long time ago!,0
Who cares? Friends shouldn't be some kind of... commodity for a person's status!,0
Fuckin' Yahtzee again? Seriously?,0
Yahtzee.,0
Yahtzee. Sixes.,0
Awgh!  Oh thank God.,0
"My Facebook profile went rogue, Dad. I had to go into the circuitry and do battle with it. I sent all my friends somewhere else.",0
"Fuck off, Dad.",0
"Wow, coo'..  Chocolate rules!",2
"You should know, fatass.",1
"AY! I'm not fat, you sneaky Jew!",2
"Oh God, you guys, really? This again?",0
Kinda like Cartman's dad shipped out on him.,1
"I have a dad, butthole. My mom is my dad.",2
You guys stop! All you're doing is rehashing a bunch of old stuff!,0
"Huh?  Oh wow it is! Hey guys check it out, Tom Cruise is a fudge packer!",0
"Hey, that is Tom Cruise!",2
"Dude, you don't have to be ashamed or anything.",1
Then why are you packing fudge?,0
"Dude, you are in a fudge factory packing fudge.",0
For what?,0
But dude-,0
"Dude, what did you do?",1
I have no idea...,0
Aww... he was packing fudge!,0
"It wasn't just me. Other kids called him a fudge packer, even Mr. Gar-",0
Ooooooo...,0
"Dude, I can't believe we are dealing with this Muhammad thing again.",1
I saw him once.,0
"Yeah, one time, my friends joined David Blaine's cult, and I had to go to the Super Best Friends to rescue them, and Muhammad was one of the Super Best Friends.",0
"No, dude, it was totally fine.",0
"Well, a giant John Wilkes Booth shot Abraham Lincoln...",0
"Excuse me...  This is the home of Tom Cruise, right?",2
I didn't come for myself. I just came as an escort for another celebrity who wants in on your lawsuit...,2
"Jesus, all we are asking you to do is bring Muhammad to our town for like an hour.",0
"Awww, not you guys too... Jesus fucking Christ!",0
"Okay, will you let Muhammad come to South Park if we dress him like a pirate?",1
K... what if we cover his face with a paper bag?,1
