dialogue,label
"That really means a lot. Oh, and Mom, don't bite your nails.",0
Hello.,2
Hey!,1
"Hello, Chandler.",0
I love you.,2
Wh-what's going on?,1
Oh.,3
No he doesn't!,1
"Two hours, that lasted!",2
So did you break up with Joanna?,5
I think so.,2
"Well, it's good thing you got out when you did, before she blew up like that Vesuvius.",1
The volcano?,4
"Yeah. And speaking of volcanoes, man are they a violent igneous rock formation.",1
What?!,5
"Oh yeah, lava spewing, hot ash, of course some are dormant.",1
Why are you talking about volcanoes all of the sudden?,0
"Well, we can talk about something else. What do you want to talk about? Vivisection? The Vasdeferens? The Vietnam War?",1
Oh! Did anybody see that-that documentary on the Korean War?,0
"Oh God, Korea is such a beautiful country.",3
With such a sad history.,4
Could there be more Kims?,2
It's me! Good morning!,5
"Yeah, sure. Umm, they didn't have poppy seed bagels, so I... Oh my word!",5
"Oh, yeah! Yeah!",5
Okay.,5
"Hey! New wallet, huh?",3
"Yeah, it was time. The old condom ring in the leather just doesn't say 'cool' anymore.",2
Rachel!,0
What?,5
You just put an empty carton back in the fridge!,0
"Oh yeah, I know, but the garbage was full.",5
Have you ever taken out the trash?,0
"Well, I thought you liked doing it.",5
Third door on the left.,0
Right!,5
"Oh! Hey, Mr. Treeger.",5
Ummm. Oh! I'm sorry. It's a little old but...,5
I'm sorry. I didn't-I don't come in here a lot.,5
No.,5
I didn't... I never said that.,5
"Okay, I'm sorry.",5
God! If you're gonna cry about it!,0
"Whoa-whoa, Treeger made you cry?",1
Yes! And he said really mean things that were only partly true.,5
I'm gonna go down there and teach that guy a lesson.,1
"Joey, please don't do that. I think it's best that we just forget about it.",0
"That's easy for you to say, you weren't almost just killed.",5
"All right that's it, school is in session!",1
My God! Is this a gym card?,0
"Oh yeah, gym member. I try to go four times a week, but I've missed the last 1200 times.",2
So why don't you quit?,4
"You don't think I've tried? You think I like having 50 dollars taken out of my bank account every month? No, they make you go all the way down there! Then they use all of these phrases and peppiness to try and confuse you! Then they bring out Maria.",2
Who is Maria?,4
"Oh Maria. You can't say no to her, she's like this lycra spandex covered gym...treat.",2
You need me to go down there with you and hold your hand?,4
No!,2
So you're strong enough to face her on your own?,4
"Oh no, you'll have to come.",2
"Hey! You hold on pal! Now you made my friend, Rachel, cry. So now, you're gonna go up there and apologize to her, unless you want me to call the landlord.",1
"Have you heard about a little something called, Not Making Girls Cry.",1
I have actually not heard of that.,1
Why don't you tell me something I don't know!,1
"Oh please, somebody tell me I don't have to go to work today!",3
What's the matter?,0
"Oh, my first massage today is this incredibly gorgeous guy, and every time I see him I just want to do things to him that I'm not allowed to charge for.",3
So do them for free.,0
"Oh no, it is forbidden! No-no, Mrs. Potter fires people for fooling around with clients. And it's against my oath as a masseuse.",3
They make you take an oath?,4
"No, I made myself take an oath. Yeah, no fooling around with clients and umm, always be prepared. Yeah, that one's actually from the Boy Scouts, but it just makes good sense.",3
Why don't you just give him to somebody else?,2
"No, I can handle it. No, I'm a professional.",3
"Oh Pheebs, is that a new ankle bracelet?",5
Wow! And you got a petticure. Your feet are all dressed up.,0
Because that's the only part of you he can see when he's on the table!,2
You're gonna do some feet flirtin'!,0
I don't what your talking about.,3
Then how do you explain the toe ring?!,4
Because it's Arabian princess day at work! Okay?! Leave me alone!,3
Oh! My hero! What happened?,5
"Well uh, I went down there and told him that no one treats my friends like that and that he'd better come up here and apologize. I'll see you later.",1
"What a minute, what did he say?",0
"He said that he wasn't gonna apologize because you guys are living here illegally, so instead what he's gonna do is have you evicted-I'll see you later.",1
What?! You got us evicted!!,5
I told you not to go down there!,0
Well he made Rachel cry!,1
Rachel always cries!,0
That's not true!,5
"Now Joey, you go down there and you suck up to him. I mean you suck like you've never sucked before!",0
"All right! I'll try! But if I can't, you can stay with Chandler and I until you get settled.",1
Go!!,5
"All right, all right, all right. I mean I'll have to check with him first, but I'll think he'll be cool with it.",1
"Whoa-whoa-whoa, hey! Now remember what we talked about, you gotta be strong.",4
Yes. Yes!,2
"One more time, ""Hey, don't you want a washboard stomach and rock hard pecs?""",4
No! I want a flabby gut and saggy man breasts!,2
Good! That's good!,4
Okay. I wanna quit the gym.,2
I wanna quit the gym.,2
I wanna quit the gym.,2
Me? No.,4
I wanna quit the gym.,2
"It's okay man, be strong.",4
"No! And I'm not gonna be, so you can save you little speech.",4
These old things.,3
"You mean the-Okay by siadic, you mean the towel covered portion.",3
"Sure, yeah, no I can do that, yeah, because umm, y'know, the muscles in the siadic area can get y'know, real nice and tight. So umm, tell me Rick, how umm, how did you injure the area.",3
Oh.,3
No!,3
"Please don't kick Monica and Rachel out, this wasn't there fault, it was mine.",1
"No you can't do that, where would the chick and the duck live?",1
"Noo-no-no, no, those are nicknames. I'm the chick and Chandler is the duck.",1
"Come on man, just-just let the girls stay, I'll do whatever you want.",1
"Yeah-yeah, absolutely.",1
"What, what is it?",1
"That's not, prison lingo, is it?",1
His dancing partner?!,0
"Yeah, there's this superintendent's dance, the Super Ball. I don't know, and he wants to impress Marge, this lady super that he's a crush on.",1
"Well, why doesn't he practice with a girl?",5
"Well, he's too shy, he doesn't thing he's good enough to dance with girls yet.",1
"Yeah, right, he almost danced me right down that...garbage chute.",5
"Oh, would you let it go already?! You're fine!",0
Hey.,2
"Hey! So, did you quit?",5
"No, I almost did, couldn't leave Ross there without a spotter!",2
"Wait, now so you joined the gym?",0
"And that's funny, why?",4
"Oh, umm, I was just y'know working out and umm... Oh, that's it.",5
"We're doomed. Okay, they're gonna take 50 bucks out of our accounts for the rest of our lives. What are we gonna do?",2
"Well, you could actually go to the gym.",0
"Or! Or, we could go to the bank, close our accounts and cut them off at the source.",4
You're a genius!,2
"Aww, man, now we won't be bank buddies!",1
"Now, there's two reasons.",2
Hey.,3
"Ohh, you guys, remember that cute client I told you about? I bit him.",3
Where?!,5
On the touchy.,3
And that's not against your oath?!,4
"No, I know! I-I'm sorry, but the moment I touch him, I just wanna throw out my old oath and take a new, dirty one.",3
"Well, next time your massaging him, you should try and distract yourself.",0
"Yeah! Yeah! Yeah! Like-like when I'm doing something exciting and I don't wanna get too excited, I just ahh, y'know try to thing of other things like ah sandwiches, and ah baseball, and ah Chandler!",1
"Thank you, Joey.",2
"No-no, thank you.",1
"All right, I'm here, let's ahh, get this over with.",1
"Whoa-whoa, don't we need to do some kinda preparation first? Like ahh, get really drunk?",1
"No, it's okay, but if I'm Marge, my breasts are coming out my back.",1
"Come on man, you're not a potato.",1
"Come on Treeger, don't say that. You just ahh, you just need more practice. Here, come on, let's ahh, let's try it again. Come on. Plus, it was, it was probably mostly my fault, anyway. I mean, y'know, I'm not really that comfortable dancing with a- We-he!! Hey!",1
"Hey-hey, how goes the dancing? Gay yet?",0
"Ah-ha-ha, you guys owe me big time.",1
What was that?,5
What?,1
You just did a little dancy thing.,5
No I didn't.,1
Yes you did! You did like a little hop.,0
You are soo enjoying this.,5
"No, I'm not! And it wasn't a hop it was a pademarie.",1
You know the words! You are so into this!,0
"All right, well maybe I'm enjoying it a little bit. I mean I'm getting pretty good at it.",1
"Ooh, this is soo sweet, Joey our little twinkle-toes.",5
"Hey-hey, hold on, this isn't some kind of like girly dance. All right, it's like a sport, it's manly!",1
"All right, then show me some manly moves.",0
All right.,1
I don't know how to lead.,1
Hello.,4
Hi.,2
We'd like to close our accounts.,4
No-no.,4
"No, we'd just like to close them.",2
I wanna quit the bank!,2
"Okay, baseball. Rick, playing baseball. Okay, slides into second, maybe even his pants come down a little... Oh no-wait no, no! No! Okay, all right, sandwiches, sandwiches. Umm, okay, on a plate, maybe Rick's pants come down a little. No! No! Okay, Chandler! Okay Chandler, ooh, that's working.",3
"Chandler's knees. Chandler's... ankles. Chandler's ankle hair. Oh no. Okay, you're all set.",3
Yeah! In... really long hour world.,3
"Ugh, okay, I have an enormous crush on you. But because you're a client, I can't ask you out, even though you give me y'know, the feeling.",3
Really?!,3
What?,3
"Okay, quit down.",3
"Oh yeah, oh and I know, but this isn't what it looks like, 'cause Rick is my ahh, husband.",3
"Yes, I will tell her.",3
So you didn't leave the bank?,0
"No! And somehow, we ended up with a joint checking account.",4
What are you ever gonna use that for?!,5
To pay for the gym.,2
Hey.,2
"Hey! So I had a great day, Rick and I really hit it off, and we started making out, and then my boss walked in and fired me for being a whore.",3
What?!,1
You got fired?!,5
Oh my Gosh!,0
"It's so weird, I have never been fired from anything before!",3
Sweety...,5
"I just-I just started walking around not knowing what to do next, y'know? I-I started asking people on the street if they wanted massages. Then these policemen, thought I was a whore too. It's been a really bad day, whore wise.",3
Yeah... Bunny-rabbit.,2
"So you ah, ready for our last practice?",1
"Look, you wanna use our place?",1
We did it!!,1
"I know, it was amazing! I mean, we totally nailed it, it was beautiful.",1
"Oh well, okay, good luck.",1
Unless you wanna practice the Foxtrot again? Or-or the Tango?,1
Okay.,1
Go get 'em Treeger.,1
Really?,1
"No, I'm good.",1
"Yeah, they thought I was a whore.",3
Great! Thank you very much.,3
"Hello! What's this? Oh right its that girl's phone number. Yeah-yeah, there it is, just a phone number a really hot girl gave me. It's no big deal, I mean it is her home phone number, but... Whoa! Whoa-whoops, I almost lost this baby! Yeah, the lovely Amanda gives me her number and I-I go and drop it.",4
Thank you.,3
Yeah?,5
"May fifth, why?",5
"Oh, mine's December...",4
"Ohh, she's pretty. Pretty ahh, pretty girl, the pretty--she's pretty.",2
"Just go up to her and ask her out. Oh, what's the worst thing that could happen?",0
I could die.,2
"Yeah, it's-it's tough being single. That's why I'm so glad I found Amanda.",4
"Ross, you guys went out once. You took your kids to Chucky Cheese, and you didn't even kiss her.",5
I tell people secrets. It makes them like me.,2
Oh.,3
Hey!,2
"Phoebe! You're sick, you shouldn't play. You should just go home, get in bed, and stay there.",0
"But I'm unemployed, my music is all I really have now. Well music, and making my own shoes. Pretty, huh?",3
"All right, I'm gonna do it! I'm gonna get shot down. Any advice?",2
"Just be yourself. But, not too much.",0
Wish me luck.,2
Good luck!,4
"Wish it! Hi. Hi, I-I was just sitting over there, and uhh, Chandler. My name is Chandler. Did I say that?",2
"Uh Kathy, with K or a C?",2
Oh-oh-hey!,2
"Hey, come on, give me a break, I'm out on a limb here.",2
Hey!,1
"Hey! Hey, hey-hey, hey.",2
"Hey, I see you guys already met, huh?",1
"Yes-yes, I was just trying to figure out a way to uh, demonstrate how I could get my exceptionally large feet into my even bigger mouth.",2
Didn't I tell ya? Always showin' off.,1
"Before I start, I just wanna say that umm, I have a cold, so if I sneeze in the middle of song, it's not on purpose. Oh, except the last verse of Pepper People. Smelly cat, smelly cat. What are they feeding you? This chick sounds good. Smelly cat, smelly-- Hey Gunther, be a good little boy and bring me a whiskey.",3
Hi!,2
"Jeez, at 2:30 in the morning, I didn't expect to have to fight over the remote.",2
Oh my God! That's why I got up too!,2
"Hey, listen, I'm sorry about this afternoon, y'know, if I would've known you guys were... I never would've...",2
"So ah, Joey tells me you two met in acting class.",2
"That's a good thing actually, because ah, he used to have me rehearse with him.",2
Is it on?,2
Hey!,2
Oh! It's on! It's on!,2
There we go little fella.,2
Well the duck can swim.,2
"My sticky shoes, my sticky-sticky shoes, why do you stick on me, ba-a-by! Thanks for the lights honey.",3
That cold makes you sound so great.,0
"It's fun, God I love how sexy I am.",3
"Oh, Kath, we should get going. We're going to by hamsters.",1
"Well, have fun!",5
"Well, I think it's great that the medical community is finally trying to help sick hamsters.",3
"Y'know what, I like Kathy.",0
"Oh yeah, me too, she's so cool and pretty.",2
"Yeah, she's...",5
"She's smart and funny, y'know? We were up all last night talking, she said the funniest thing about--what?",2
You love her.,5
"No, I don't.",2
"Yes, you do. Chandler loves Kathy.",3
"Come on, Pheebs lay off him.",4
"Thank you, Ross.",2
"Yeah, he's a little sensitive right now, `cause he's so in love.",4
All right.,2
All right.,2
"Ooh, umm, oh Kathy! Kathy, I love you! Oh!",0
"So, I need to write some depressing stuff to go along with my new floozy voice, but nothing that sad has ever really happened to me.",3
"Oh umm, how about your mom dying, or having to live on the streets when you were 14?",0
"Uh-huh. Oh, yeah, I could write about the time my hair did that ""Woo-hoo"" thing.",3
Hey!,4
Hey!,0
Hey.,3
So I'm going over to Amanda's tonight!,4
Rachel's not here.,0
Oh.,4
How's it going with her?,0
"Great, actually. I'm thinking tonight, maybe the night. Yeah, I mean ah, the kids are gonna play together and then when they're asleep, I'm thinking Amanda and I break open a bottle of wine, and do a little ""playing"" ourselves.",4
"Hi guys! This is Josh. Josh, these are my friends, and that's Ross.",5
"Hi, Josh.",0
Hi.,3
"So, did you play in college? sweatshirt he's wearing.)",0
"Ross, didn't you ah, play soccer in High School? Oh no wait, that's right. You just organized their game schedules on your Commodore 64.",5
Okay. I'll miss you.,5
"Wow, cute one!",3
Very!,0
"I know, isn't he great? It's so nice to finally be in a fun relationship, y'know? There's nothing boring about him, and ah, I bet he's never set foot in a museum.",5
"Well maybe he'll get to go soon, like on a class trip or something.",4
"Y'know what else is really great about him, oh, what is the word for the adult that doesn't have dinosaur toys in their bedroom?",5
Oh!,4
What was that?,5
Monica knows.,4
"It's this dumb thing that Ross made up `cause he was trying to fool our parents. It's a way of giving the finger, without actually having to give it. I remember I cried the night you made it up, `cause it was the first time that I realized that I was actually cooler than my older brother.",0
"Well, I'm gonna go get ready, for my date tonight, so ah, I'll just_ head.",4
"Yeah, I should go to, `cause I'm playing in one hour. Hey, you guys should come hear me, ooh hear me. Ooh, My sticky shoes--eww! Eww! I lost my sexy phlegm!",3
Hi!,4
Wow! You-you look great!,4
Okay! Hey Tommy.,4
"Oh no-no-no, it's my pleasure.",4
What?,4
I-I-I...,4
Who wants to make some long distance calls?,4
Kathy! Kathy! Hi!! Kathy! Kathy! Kathy! Fetch! Fetch it! Kathy! Kathy! Kathy! Kathy! Kathy.,2
"Oh, I just wanted to say, ""Hey!""",2
Okay.,2
Oh come on! You're making it sound worse than it actually was.,0
Her date tipped me ten dollars.,4
"Pheebs, what are you doing?",4
"Okay, I wanna be sexy again so I'm trying to catch a cold. It should be easy, supposedly they're pretty common.",3
"Phoebe, you'll catch pneumonia.",0
Okay. You were right. I'm in love with Joey's girlfriend.,2
What?!,3
Are you serious?,4
"Well, how-how-how is that possible? You barely know her!",3
"I don't know. I can't--I just, I can't get her out of my head. Y'know? I mean, I'm a very bad person. I'm a very, very bad person. I'm a horrible person. No you're not Chandler! We still love you Chandler!",2
"Oh gosh, Phoebe, I think I caught your cold.",0
You mean you stole it! Don't cover your mouth when you do that!,3
Hey.,1
Really?!,2
"Yeah-yeah, I told her about the time you got drunk and fell asleep with your head in the toilet.",1
Right in there!,2
"99...100! Ready or not, here I come! All right, let's go over the concept one more time.",2
Hey!,1
Hey!,2
"Hey guys. Listen uh, you wanna get some dinner with me and Kathy tonight?",1
"Ohh, umm, y'know what, I already ate.",2
It's 4:30.,1
"Y'know I had a big meal on Monday, y'know. So that's just gonna get me straight through the week.",2
"Okay, I see what's going on here.",1
You-you do?,2
Yeah! You don't like Kathy.,1
You got me.,2
"Yeah, you've been avoiding her ever since we started going out. Look, I made an effort to like Janice, now I think it's your turn to make an effort to like Kathy by going out to dinner with us. Right?",1
Yeah. Right.,2
"Good, and hey! My treat. But that's only because you're not eating anything, right?",1
Okay.,2
Ross isn't here.,0
Oh. Stop it!,5
Yeah! I am soo gonna marry that guy. Ohhh!,5
What?,0
I think he's stealing from me.,5
Why?,0
Because he's stealing from me!,5
"Hi! It's me. And soup. Hey, I just saw Josh, he looks so yummy in your leather jacket.",3
Ughh!,5
"Here, now I don't eat chicken, so it's just noodle soup. And there's no chicken in the broth either, so it's really just... noodle water.",3
Thank you so much Phoebe.,0
Sure.,3
What are you doing with those?!,0
"But, I need your germs! I want my cold back! I miss my sexy voice.",3
"Sorry, Phoebe.",0
It's okay. How's the soup?,3
Umm.,0
Ohhhh!! Gross!!,0
Is she great or what?,1
"Ohh, she's-she's not really my type.",2
Y'know what I think it is? It's the fishnet stockings. Y'know? Whenever I see a girl in fishnet stockings it reminds me of my father in fishnet stockings.,2
"Uhh, no-no thanks.",2
"Listen, I-I'm gonna grab a beer.",2
I'll be right back. What was that?,1
What?,2
Kathy was being really nice and you just walked away. I thought we had a deal.,1
"Hey, look, what do you want from me?",2
"I want you to like her! But if that's too damned difficult for you, then the least you can do is pretend.",1
I am pretending.,2
"Well then, do it better!",1
"Okay, what do you saw I go over there and say how much I like her? No-no it'll be good, I can tell her much I've been thinking about her. That I haven't stopped thinking about her since the moment I met her. That I'm so fantastically, over-the-top, wanna-slit-my-own-throat in love with her, that for every minute of every hour of every day I can't believe my own damn bad luck that you met her first!!",2
"Well, that's pretty good. But you might wanna tone it down a little.",1
"Hey! So, uhh, Amanda just-just dropped me off. Yeah, that's one of the things I love about her, she's...uh, she's old enough to drive. So uhh, I guess you're not going to mom and dad's tonight?",4
"No, sorry.",0
Well where's Amanda?,5
"Hey Rach, could you get me some cough drops?",0
"I mean y'know, I'm thinking. You could bring her, and you guys could go up to your old room, and not make out.",5
"Ross, cough drops, please?",0
At least I know she's not going out with me to get into R rated movies.,4
"Why don't you just marry her? Oh no, wait a minute you can't, I'm sorry I forgot, she's not a lesbian.",5
You see Amanda and I have a very special...,4
You have nothing! You're not even going out! You're her baby sitter! You have a 12-year-old girl's job!,0
"Ohh, that is soo sad.",5
"And what are you laughing at, Miss `My-keg-sucking-boyfriend-is-stealing-from-me!'",0
"Hey, so he stole a couple bucks from me! At least he bought me something with it!",5
"That's mine!! Now, would you both please start acting like adults? And get me my cough drops!",0
Fine.,4
Sorry.,5
Here. At least I made ten bucks in my relationship.,4
Y'know...,5
"Platting goats are platting. Platting down the street. Platting goats are platting, leaving little treats. Does it even work without my sexy voice?",3
"Gunther, kiss me.",3
"Hey! Now, we're not actually gonna be sleeping in her, but do you mind?",1
Can I sleep on your couch?,2
And I'm still waiting for my paper mache man. Thank you my babies.,3
Yeah.,5
No!,5
Okay.,5
Okay.,5
You're welcome for a delicious dinner.,4
Hey what are you guys looking at?,3
Ross and the most beautiful girl in the world.,2
"Yeah, come to papa.",3
I know!,4
"Probably the only time I'll ever say this, but did you see the ass on her?",0
"Where did you, when did you, how did you... How did you get a girl like that?",2
"Yeah, so what is she, like a... like a spokesmodel, or an aerobics instructor, what?",5
"Actually she's a paleontology doctoral candidate, specializing in the centazoic era.",4
"Okay, but that's, like, the easiest era.",2
"I've seen her at work, but I always figured, ah-huh? But, uh, I made her dinner. We had a great time. And we're going out again tomorrow.",4
Well maybe she and her friends are just having a contest to see who can bring home the biggest geek.,5
Fine by me; hope she wins.,4
Hi. You guys have any wrapping paper?,2
Oo! Is it for my birthday present?,3
"Phebes, it was your birthday, like, months ago.",2
"Yeah, but remember you said you ordered something special, and it just hasn't come yet?",3
"Well, I have a call in about that.",2
'Kay.,3
"Actually, this is for Kathy's birthday. It's an early edition of her favorite book.",2
"Oh, The Velveteen Rabbit! Oh my God, when the boy's love makes the rabbit real!",5
"Okay, but don't touch it, because you fingers have destructive oils.",2
"Huh. Well, then you'd better keep it away from Ross's hair. So this is pretty rare. How did you get that?",5
"Oh, it wasn't a big deal. I just went to a couple of bookstores, talked to a couple of dealers... called a couple of the author's grandchildren.",2
"Oh, honey, that's so sweet.",5
"Yeah, and what a great way to say, ""I secretly love you, roommate's girlfriend!""",3
It doesn't say that. Does it?,2
How do you think it's gonna look when you get her something incredibly meaningful and expensive and her boyfriend Joey gives her an orange?,4
"Okay, all right, I'll just uh, make sure that uh, Joey gets her something really great.",2
It's gotta be better than that book. Oo! Like a crossbow!,3
"Yeah, once again, I am sorry. Thank you. Bye. I just had to turn down a job catering a funeral for sixty people.",0
Oh my God! What happened?,5
Sixty guests.,0
"So, uh, why did you have to turn it down?",4
Because I don't have the money or the equipment to handle something that big on such short notice. I mean there's no way.,0
"Wow, what is with all the negativity? You sound like Monican't , not Monican... ...Monica. Look, you know, you have been playing around with this catering thing for over three years. Do you want to be a caterer or not?",3
I don't know.,0
"There you go, that's the spirit! Okay! Now, if you need money, I will lend you money, but just get moving!",3
Really? Cause I'd need like $500 for all the food and the supplies and stuff.,0
"Okay! It's worth it, if it will get you moving. You haven't worked in months.",3
"Well, you're not working either.",0
"Yes, but I'm doing this.",3
"Yeah, that'd be great! Thank you!",0
Hey!,1
Why?,1
You can pee here!,1
"It's okay, the duck's using our bathroom anyway. Hey Joe! What are you getting Kathy for her birthday?",2
"We've only been going out for a couple of weeks, do you think I gotta get her something?",1
"Yes, you have to get her something, and it should be something really nice.",5
"Oh, I know...",1
"And not one of your coupons for an hour of ""Joey Love.""",5
"Ooo, a crossword! Can I help?",3
"No! I'm sorry, honey, it's just that last week I got all but three answers and I really want to finish a whole one without any help.",5
Fine. But you can't help me develop my new universal language.,3
Hey!,0
"Hey, how'd it go?",5
"Oh my God, it was the best funeral ever! I mean, everyone loved the food, and guess what? I even got another funeral for tomorrow-the dead-guy-from-today's best friend. I mean, it is like I am the official caterer for that accident!",0
Mon! I'm so happy for you!,3
"Thanks. Like, check out my new catering stuff. Look at this! I'm an omelet station! Omelet? Made to order!",0
"I'll have one, please. Plus my money.",3
"Oh. Well, I didn't realize that you needed it back right away. I mean, you told me to go and be a caterer. So I went. I beed. I mean, I... I used it to buy all this stuff. But look-I've got another job tomorrow, so I'll pay you back with the money I make from that.",0
"Oh. Okay. Oo, sorry I acted like a bank.",3
Okay.,0
Huh...,4
Did homo-erectus hunt with wooden tools?,4
Mitzi is.....,4
"Uh... Oh hey, do you, uh ...do you have any, um, Cinnamon Fruit Toasties?",4
"Well, I do! Why don't we go back to my place, light a couple of candles, break open a box of Cinnamon Fruit Toasties, uh...",4
"Oh, yeah, why not?",4
"Oh, is everything in the car?",0
Yes. Did you settle the bill?,3
No. I hate this part.,0
"Oh, look what we almost left.",3
"No, that's not mine.",0
"Oh, all right. Oh! Look what we almost took!",3
"Excuse me, Mrs. Burkart? Well, we're all cleaned up in the kitchen.",0
"Um, and, well there's the.. the the small matter of...",0
Just the matter of ...payment?,0
You know what we should all do? Go see a musical.,5
Sure...,2
And you know which one we should see? The 1996 Tony award winner. Do you happen to know the name of that one?,5
"I don't know... um, Grease?",2
No....,5
Rent?,2
Yes! Rent!,5
"Okay, so when do you want to go?",2
"What? Oh, I'm sorry, I can't, I'm busy.",5
"Hey. Man, it is so hard to shop for girls.",1
"Yes, it is, at Office Max.",2
What did you get her?,5
A pen.,2
It's two gifts in one. It's a pen that's also a clock! Huh?,1
Huh-huh! You can't give her that.,2
Why not?,1
Because she's not eleven! And it's not the seventh night of Hanukkah!,2
"Okay, honey, what he means by that, is ...while this is a very nice gift, maybe it's just not something a boyfriend gives?",5
"Sure it is! She needs a pen for work, she's writing, she turns it over.... ""Whoa! It's time for my date with Joey!""",1
"All right, look, look. What did... what did you get for Angela Delveccio for her birthday?",2
She didn't have a birthday while we were going out.,1
For three years?,2
"Look, it's too late, and I got an audition. I can't shop anymore! I...",1
"All right. I will go out and I will try to find something for her, okay?",2
"Thanks, man. And oh, while you're at it, could you get her a card?",1
Would you like me to write her a little poem as well?,2
Or... just get a card that has a poem already in it.,1
"But Mon, you have to get our money!",3
"Oh, Phoebe, she couldn't stop crying! With those thick glasses, her tears looked giant.",0
"I know, it's tough. You know what the first thing I did after my mother's funeral was?",3
What?,0
"Pay the caterer! Look, I've had a lot of jobs, okay, and there are some people who just always try to get out of paying. It's either, you know, ""that massage wasn't long enough, or, ""I don't recognize any of those songs,"" or, you know, ""these sombreros aren't big enough. Bad little white girl!""",3
Okay. So what do you.... you think she's faking?,0
"Well, it seems like there weren't any tears 'til you showed her the bill.",3
"Phoebe, she sounded pretty upset to me.",0
She seems fine now.,3
"So, you just left? Her place was really that bad?",1
You know how you throw your jacket on a chair at the end of the day?,4
Yeah.,1
"Well, like that, only instead of a chair, it's a pile of garbage. And instead of a jacket, it's a pile of garbage. And instead of the end of the day, it's the end of time, and garbage is all that has survived! Here.",4
"Wow. Thanks. So, uh, what happened?",1
What do you mean? Nothing happened! I had to get out of there.,4
"All right, so... next time, you take her to your place.",1
"No, I tried that. She says it has a weird smell.",4
What kind of smell?,1
I don't know. Soap?,4
"All right, listen, Ross... you like this girl, right?",1
Yeah.,4
"You wanna see her again, right?",1
Yeah.,4
So you're gonna have to do it in the mess!,1
"Yeah, okay you're right.",4
Yeah.,1
"I mean, uh, who... who cares about a little sloppiness?",4
Yeah!,1
"It's, uh... it's endearing, really.",4
All right! Now you go get that beautiful pig! Oink!,1
"Okay, all right. I just spent the entire afternoon looking for a present for Kathy that would be better than the rabbit.",2
Any luck?,5
"Oh, yeah. Yeah, I found this great place called ""Invisible things for Kathy."" Can you give me a hand with all this stuff?",2
"All right, look. Why don't you just return the book, let Joey give her the clock pen, and you give her something worse than that. Like... a regular pen.",5
"She's really going to love this, you know? The bottom line is I want her to have it, even if I don't get to be the one who gives it to her.",2
"Aw, honey, that's so sweet.",5
Yeah? You don't think it's just pathetic?,2
Oh! Pathetic!,5
Hey! I'm meeting Kathy in ten minutes! I've been looking all over for you!,1
Where?,2
"Our place, the hall! I...",1
I got something for her. It's a book!,2
A book? Is it like a book that's also a safe?,1
"No, it's a book that's just a book, okay? It's an early edition of the Velveteen Rabbit. It was her favorite book as a kid. So, uh, just... let me know if she likes it, okay?",2
"You got it. Thanks man. Thanks for doing this, I owe you one. Oh, hey! There wasn't any change from that twenty, was there?",1
"No, it came out to an even twenty.",2
Wow. That's almost as much as a new book.,1
"You didn't get the money, did you?",3
"Maybe I can try at intermission? Phoebe, come on... you know what? Let's just go!",0
"No! Hey, we're not leaving until we get paid! I don't know who she thinks she is! Enough is enough! Hey, widow?",3
"Okay, Widow!",3
"Excuse me. Excuse me! Thanks. Um, clearly this is a very, very hard time for you. Um, but, um, we provided a service, and we deserve to be paid because you ate that service, and, um, we are not leaving here until we're paid every penny. 'Cause you know what, lady? We're part time caterers, and we have no place else to go.",3
Good.,3
I'm gonna leave some cards here. Please think of us for you next event.,0
Yes. Yes I do.,4
Department of Sanitation?,4
Oh! Ah. Aw!,4
"Ah, Cheryl!",4
"Oh my god! I'm so sorry, Cheryl. I must have freaked out.",4
I did it! Oh! I finished it! I did it all by myself! And there's nobody to hug!,5
"Hey! Hey, you guys, I finished the crossword all by myself! Hug me!",5
Uh... yay!,3
Thanks!,5
"Oh, that's great! Congratulations!",0
"Thank you! Hey, how'd the catering go?",5
"Oh, it was great! The widow wouldn't pay, so Phoebe yelled at her 'til she did.",0
Yeah. I'm a hard ass.,3
And I'm a wuss. And we should be partners.,0
Yeah. Hard Ass and Wuss. We could fight crime!,3
"Wait a minute, Phoebe! We should be partners. We should be catering partners. I mean, think about it! You're not working right now, and we have such a great time together!",0
Okay!,3
I can cook and you can take care of the money.,0
Yeah. Oh! It'll be like I have a wife in the fifties!,3
Hey!,1
"Hey, how'd it go? How'd she like the gift?",2
"Oh, man, she loved it! She's over there showing Monica and Rachel right now.",1
Oh yeah? That's great!,2
"Hey, listen, I gotta tell ya, I feel kinda bad taking credit for this, because man, am I gonna get a lot of credit for this!",1
Aahhuuhhh....,2
Hey!,1
Hey! Happy birthday.,2
"You know, uh... Chandler got you a gift, too.",1
No he didn't.,2
"Yeah, he did, look... look, it's right there on the counter! Ha-ho-ho!",1
Happy birthday! I'm sorry.,2
"See, you think it's just a pen, but then you turn it over and it's also a clock.",2
"Oh, yeah... yeah.",2
Ah. Hm. Wanna go to bed?,1
"Oh, uh... don't forget your coupon. .",1
Goodnight.,2
"Oh, uh, yeah... I just knew that sometimes when you're writing, you... you don't always know the exact time.",2
"Uh, the book?",2
What do you mean?,2
"Uhl..ell. By the way, in case you missed that, that sound was, ""Uhl, ell.""",2
"Oh, yeah, he's my... he's my best friend.",2
Goodnight.,2
"Hey, that coupon expires, you know.",1
"Hi. Uh, you... you don't know me, I'm Monica Geller... Ross's sister.",0
